8-1, time: 2729, pathlen: 9364, saved: 16
4-9, time: 2442, pathlen: 9380, saved: 0
5-9, time: 2571, pathlen: 9380, saved: 0
6-9, time: 2619, pathlen: 9380, saved: 0
12-9, time: 2489, pathlen: 9312, saved: 68
16-9, time: 2516, pathlen: 9380, saved: 0
17-9, time: 2547, pathlen: 9380, saved: 0
18-9, time: 2598, pathlen: 9380, saved: 0
22-9, time: 2437, pathlen: 9380, saved: 0
23-9, time: 2411, pathlen: 9380, saved: 0
24-9, time: 2530, pathlen: 9380, saved: 0
26-9, time: 2469, pathlen: 9328, saved: 52
28-9, time: 2503, pathlen: 9376, saved: 4
30-9, time: 2669, pathlen: 9364, saved: 16
32-9, time: 2538, pathlen: 9376, saved: 4
36-9, time: 2385, pathlen: 8956, saved: 424
40-9, time: 2466, pathlen: 9344, saved: 36
44-9, time: 2469, pathlen: 9360, saved: 20
48-9, time: 2512, pathlen: 9372, saved: 8
52-9, time: 2520, pathlen: 9320, saved: 60
56-9, time: 2408, pathlen: 9308, saved: 72
62-9, time: 2535, pathlen: 8844, saved: 536
64-9, time: 2548, pathlen: 9376, saved: 4
68-9, time: 2514, pathlen: 9360, saved: 20
72-9, time: 2577, pathlen: 9372, saved: 8
76-9, time: 2460, pathlen: 9304, saved: 76
90-9, time: 2635, pathlen: 9380, saved: 0
91-9, time: 2398, pathlen: 9380, saved: 0
92-9, time: 2589, pathlen: 9380, saved: 0
96-9, time: 2473, pathlen: 9324, saved: 56
102-9, time: 2687, pathlen: 9380, saved: 0
103-9, time: 2486, pathlen: 9380, saved: 0
104-9, time: 2534, pathlen: 9380, saved: 0
112-9, time: 2357, pathlen: 9348, saved: 32
114-9, time: 2587, pathlen: 9376, saved: 4
116-9, time: 2507, pathlen: 9340, saved: 40
118-9, time: 2431, pathlen: 9360, saved: 20
122-9, time: 2467, pathlen: 9344, saved: 36
126-9, time: 2577, pathlen: 9376, saved: 4
128-9, time: 2454, pathlen: 9376, saved: 4
132-9, time: 2524, pathlen: 9340, saved: 40
1-10, time: 2498, pathlen: 9352, saved: 28
2-10, time: 2556, pathlen: 9354, saved: 26
3-10, time: 2534, pathlen: 9356, saved: 24
4-10, time: 2504, pathlen: 9380, saved: 0
5-10, time: 2490, pathlen: 9380, saved: 0
6-10, time: 2649, pathlen: 9380, saved: 0
7-10, time: 2587, pathlen: 9368, saved: 12
8-10, time: 2410, pathlen: 9380, saved: 0
9-10, time: 2589, pathlen: 9380, saved: 0
10-10, time: 2557, pathlen: 9380, saved: 0
12-10, time: 2554, pathlen: 9310, saved: 70
14-10, time: 2513, pathlen: 9380, saved: 0
15-10, time: 2372, pathlen: 9380, saved: 0
16-10, time: 2623, pathlen: 9380, saved: 0
17-10, time: 2446, pathlen: 9380, saved: 0
18-10, time: 2455, pathlen: 9380, saved: 0
20-10, time: 2336, pathlen: 9378, saved: 2
22-10, time: 2717, pathlen: 9380, saved: 0
23-10, time: 2482, pathlen: 9380, saved: 0
24-10, time: 2531, pathlen: 9380, saved: 0
26-10, time: 2404, pathlen: 9326, saved: 54
28-10, time: 2599, pathlen: 9378, saved: 2
30-10, time: 2571, pathlen: 9362, saved: 18
32-10, time: 2407, pathlen: 9378, saved: 2
34-10, time: 2568, pathlen: 9378, saved: 2
36-10, time: 2522, pathlen: 9380, saved: 0
37-10, time: 2462, pathlen: 9380, saved: 0
38-10, time: 2537, pathlen: 9380, saved: 0
40-10, time: 2421, pathlen: 9380, saved: 0
41-10, time: 2601, pathlen: 9340, saved: 40
42-10, time: 2466, pathlen: 9338, saved: 42
43-10, time: 2560, pathlen: 9336, saved: 44
44-10, time: 2364, pathlen: 9380, saved: 0
45-10, time: 2589, pathlen: 9312, saved: 68
46-10, time: 2492, pathlen: 9310, saved: 70
47-10, time: 2393, pathlen: 9308, saved: 72
48-10, time: 2567, pathlen: 9380, saved: 0
50-10, time: 2537, pathlen: 9378, saved: 2
51-10, time: 2455, pathlen: 9376, saved: 4
52-10, time: 2484, pathlen: 9380, saved: 0
54-10, time: 2416, pathlen: 9378, saved: 2
55-10, time: 2600, pathlen: 9376, saved: 4
56-10, time: 2513, pathlen: 9380, saved: 0
58-10, time: 2514, pathlen: 9378, saved: 2
59-10, time: 2428, pathlen: 9376, saved: 4
60-10, time: 2507, pathlen: 9374, saved: 6
61-10, time: 2438, pathlen: 9372, saved: 8
62-10, time: 2482, pathlen: 9380, saved: 0
64-10, time: 2427, pathlen: 9380, saved: 0
65-10, time: 2574, pathlen: 9364, saved: 16
66-10, time: 2389, pathlen: 9362, saved: 18
67-10, time: 2493, pathlen: 9360, saved: 20
68-10, time: 2353, pathlen: 9380, saved: 0
70-10, time: 2575, pathlen: 9378, saved: 2
71-10, time: 2520, pathlen: 9376, saved: 4
72-10, time: 2475, pathlen: 9380, saved: 0
74-10, time: 2487, pathlen: 9380, saved: 0
75-10, time: 2468, pathlen: 9300, saved: 80
76-10, time: 2440, pathlen: 9380, saved: 0
78-10, time: 2553, pathlen: 9380, saved: 0
79-10, time: 2390, pathlen: 9144, saved: 236
80-10, time: 2596, pathlen: 9142, saved: 238
81-10, time: 2431, pathlen: 9140, saved: 240
82-10, time: 2482, pathlen: 9380, saved: 0
83-10, time: 2416, pathlen: 9380, saved: 0
84-10, time: 2541, pathlen: 9380, saved: 0
85-10, time: 2557, pathlen: 9060, saved: 320
86-10, time: 2388, pathlen: 9058, saved: 322
87-10, time: 2467, pathlen: 9056, saved: 324
88-10, time: 2616, pathlen: 9054, saved: 326
89-10, time: 2491, pathlen: 9052, saved: 328
90-10, time: 2447, pathlen: 9380, saved: 0
91-10, time: 2377, pathlen: 9380, saved: 0
92-10, time: 2602, pathlen: 9380, saved: 0
94-10, time: 2444, pathlen: 9380, saved: 0
95-10, time: 2484, pathlen: 9312, saved: 68
96-10, time: 2450, pathlen: 9380, saved: 0
97-10, time: 2572, pathlen: 9372, saved: 8
98-10, time: 2586, pathlen: 9374, saved: 6
99-10, time: 2392, pathlen: 9376, saved: 4
100-10, time: 2484, pathlen: 9378, saved: 2
102-10, time: 2520, pathlen: 9380, saved: 0
103-10, time: 2561, pathlen: 9380, saved: 0
104-10, time: 2524, pathlen: 9380, saved: 0
105-10, time: 2387, pathlen: 9332, saved: 48
106-10, time: 2591, pathlen: 9380, saved: 0
107-10, time: 2491, pathlen: 9380, saved: 0
108-10, time: 2466, pathlen: 9380, saved: 0
109-10, time: 2430, pathlen: 9376, saved: 4
110-10, time: 2570, pathlen: 9378, saved: 2
112-10, time: 2485, pathlen: 9346, saved: 34
114-10, time: 2561, pathlen: 9378, saved: 2
116-10, time: 2431, pathlen: 9338, saved: 42
118-10, time: 2612, pathlen: 9362, saved: 18
120-10, time: 2545, pathlen: 9380, saved: 0
121-10, time: 2425, pathlen: 9264, saved: 116
122-10, time: 2455, pathlen: 9380, saved: 0
123-10, time: 2605, pathlen: 9304, saved: 76
124-10, time: 2639, pathlen: 9380, saved: 0
126-10, time: 2444, pathlen: 9378, saved: 2
128-10, time: 2456, pathlen: 9380, saved: 0
129-10, time: 2489, pathlen: 9328, saved: 52
130-10, time: 2519, pathlen: 9330, saved: 50
131-10, time: 2503, pathlen: 9332, saved: 48
132-10, time: 2464, pathlen: 9380, saved: 0
134-10, time: 2658, pathlen: 9380, saved: 0
135-10, time: 2458, pathlen: 9284, saved: 96
136-10, time: 2511, pathlen: 9282, saved: 98
137-10, time: 2423, pathlen: 9280, saved: 100
138-10, time: 2538, pathlen: 9278, saved: 102
139-10, time: 2519, pathlen: 9276, saved: 104
8-11, time: 2463, pathlen: 9380, saved: 0
9-11, time: 2555, pathlen: 9380, saved: 0
10-11, time: 2490, pathlen: 9380, saved: 0
12-11, time: 2485, pathlen: 9308, saved: 72
14-11, time: 2689, pathlen: 9380, saved: 0
15-11, time: 2643, pathlen: 9380, saved: 0
16-11, time: 2599, pathlen: 9380, saved: 0
20-11, time: 2427, pathlen: 9376, saved: 4
24-11, time: 2613, pathlen: 9368, saved: 12
26-11, time: 2477, pathlen: 9324, saved: 56
30-11, time: 2775, pathlen: 9360, saved: 20
34-11, time: 2520, pathlen: 9376, saved: 4
36-11, time: 2608, pathlen: 9380, saved: 0
37-11, time: 2491, pathlen: 9380, saved: 0
38-11, time: 2729, pathlen: 9380, saved: 0
48-11, time: 2592, pathlen: 9296, saved: 84
52-11, time: 2486, pathlen: 9328, saved: 52
56-11, time: 3480, pathlen: 9300, saved: 80
62-11, time: 3350, pathlen: 8856, saved: 524
64-11, time: 2694, pathlen: 9372, saved: 8
68-11, time: 2450, pathlen: 9336, saved: 44
74-11, time: 3428, pathlen: 9296, saved: 84
78-11, time: 2689, pathlen: 9148, saved: 232
82-11, time: 2610, pathlen: 9380, saved: 0
83-11, time: 2614, pathlen: 9380, saved: 0
84-11, time: 2570, pathlen: 9380, saved: 0
94-11, time: 3618, pathlen: 9308, saved: 72
102-11, time: 3597, pathlen: 9176, saved: 204
106-11, time: 3382, pathlen: 9380, saved: 0
107-11, time: 3535, pathlen: 9380, saved: 0
108-11, time: 2987, pathlen: 9380, saved: 0
112-11, time: 2644, pathlen: 9344, saved: 36
116-11, time: 2612, pathlen: 9336, saved: 44
118-11, time: 2580, pathlen: 9364, saved: 16
120-11, time: 2655, pathlen: 9260, saved: 120
124-11, time: 2668, pathlen: 9308, saved: 72
128-11, time: 2614, pathlen: 9320, saved: 60
132-11, time: 2584, pathlen: 9376, saved: 4
134-11, time: 2971, pathlen: 9288, saved: 92
2-12, time: 2794, pathlen: 9378, saved: 2
3-12, time: 2618, pathlen: 9376, saved: 4
4-12, time: 2669, pathlen: 9374, saved: 6
5-12, time: 2662, pathlen: 9372, saved: 8
6-12, time: 2594, pathlen: 9380, saved: 0
8-12, time: 2677, pathlen: 9380, saved: 0
9-12, time: 2579, pathlen: 9380, saved: 0
10-12, time: 2742, pathlen: 9380, saved: 0
12-12, time: 2675, pathlen: 9306, saved: 74
14-12, time: 2608, pathlen: 9380, saved: 0
15-12, time: 2585, pathlen: 9380, saved: 0
16-12, time: 2946, pathlen: 9380, saved: 0
18-12, time: 3174, pathlen: 9378, saved: 2
19-12, time: 3252, pathlen: 9376, saved: 4
20-12, time: 2572, pathlen: 9380, saved: 0
21-12, time: 2836, pathlen: 9368, saved: 12
22-12, time: 2684, pathlen: 9380, saved: 0
24-12, time: 2600, pathlen: 9370, saved: 10
26-12, time: 2725, pathlen: 9380, saved: 0
27-12, time: 2790, pathlen: 9340, saved: 40
28-12, time: 2789, pathlen: 9342, saved: 38
29-12, time: 2823, pathlen: 9344, saved: 36
30-12, time: 2771, pathlen: 9380, saved: 0
31-12, time: 2920, pathlen: 9368, saved: 12
32-12, time: 2742, pathlen: 9370, saved: 10
33-12, time: 2557, pathlen: 9372, saved: 8
34-12, time: 2626, pathlen: 9380, saved: 0
36-12, time: 2972, pathlen: 9380, saved: 0
37-12, time: 2957, pathlen: 9380, saved: 0
38-12, time: 2813, pathlen: 9380, saved: 0
39-12, time: 3545, pathlen: 9356, saved: 24
40-12, time: 2903, pathlen: 9380, saved: 0
41-12, time: 2746, pathlen: 9364, saved: 16
42-12, time: 2760, pathlen: 9366, saved: 14
43-12, time: 2627, pathlen: 9368, saved: 12
44-12, time: 2698, pathlen: 9380, saved: 0
45-12, time: 2668, pathlen: 9376, saved: 4
46-12, time: 2810, pathlen: 9378, saved: 2
48-12, time: 2813, pathlen: 9380, saved: 0
49-12, time: 3550, pathlen: 9376, saved: 4
50-12, time: 3623, pathlen: 9378, saved: 2
52-12, time: 3372, pathlen: 9380, saved: 0
53-12, time: 3606, pathlen: 9376, saved: 4
54-12, time: 3599, pathlen: 9378, saved: 2
56-12, time: 2873, pathlen: 9380, saved: 0
57-12, time: 2802, pathlen: 9372, saved: 8
58-12, time: 2842, pathlen: 9374, saved: 6
59-12, time: 2967, pathlen: 9376, saved: 4
60-12, time: 2620, pathlen: 9378, saved: 2
62-12, time: 2527, pathlen: 8858, saved: 522
64-12, time: 2891, pathlen: 9374, saved: 6
66-12, time: 3454, pathlen: 9378, saved: 2
68-12, time: 3533, pathlen: 9380, saved: 0
69-12, time: 3398, pathlen: 9332, saved: 48
70-12, time: 2539, pathlen: 9330, saved: 50
71-12, time: 2720, pathlen: 9328, saved: 52
72-12, time: 2656, pathlen: 9380, saved: 0
73-12, time: 2562, pathlen: 9292, saved: 88
74-12, time: 2577, pathlen: 9380, saved: 0
76-12, time: 2609, pathlen: 9380, saved: 0
77-12, time: 2541, pathlen: 9152, saved: 228
78-12, time: 2618, pathlen: 9380, saved: 0
80-12, time: 2584, pathlen: 9378, saved: 2
82-12, time: 2650, pathlen: 9380, saved: 0
83-12, time: 2649, pathlen: 9380, saved: 0
84-12, time: 2556, pathlen: 9380, saved: 0
86-12, time: 2599, pathlen: 9378, saved: 2
87-12, time: 2700, pathlen: 9376, saved: 4
88-12, time: 2543, pathlen: 9374, saved: 6
89-12, time: 2644, pathlen: 9372, saved: 8
90-12, time: 2477, pathlen: 9370, saved: 10
91-12, time: 2693, pathlen: 9368, saved: 12
92-12, time: 2614, pathlen: 9366, saved: 14
93-12, time: 2457, pathlen: 9364, saved: 16
94-12, time: 2438, pathlen: 9380, saved: 0
96-12, time: 2598, pathlen: 9378, saved: 2
97-12, time: 2681, pathlen: 9376, saved: 4
98-12, time: 2447, pathlen: 9374, saved: 6
99-12, time: 2522, pathlen: 9372, saved: 8
100-12, time: 2608, pathlen: 9380, saved: 0
101-12, time: 2540, pathlen: 9180, saved: 200
102-12, time: 2539, pathlen: 9380, saved: 0
104-12, time: 2503, pathlen: 9378, saved: 2
106-12, time: 2570, pathlen: 9380, saved: 0
107-12, time: 2495, pathlen: 9380, saved: 0
108-12, time: 2655, pathlen: 9380, saved: 0
110-12, time: 2590, pathlen: 9378, saved: 2
111-12, time: 2607, pathlen: 9376, saved: 4
112-12, time: 2601, pathlen: 9380, saved: 0
113-12, time: 2628, pathlen: 9328, saved: 52
114-12, time: 2486, pathlen: 9330, saved: 50
115-12, time: 2601, pathlen: 9332, saved: 48
116-12, time: 2570, pathlen: 9380, saved: 0
118-12, time: 2538, pathlen: 9366, saved: 14
120-12, time: 2446, pathlen: 9258, saved: 122
122-12, time: 2697, pathlen: 9378, saved: 2
124-12, time: 2592, pathlen: 9380, saved: 0
125-12, time: 2572, pathlen: 9312, saved: 68
126-12, time: 2496, pathlen: 9314, saved: 66
127-12, time: 2643, pathlen: 9316, saved: 64
128-12, time: 2697, pathlen: 9380, saved: 0
130-12, time: 2563, pathlen: 9378, saved: 2
132-12, time: 2497, pathlen: 9378, saved: 2
134-12, time: 2649, pathlen: 9290, saved: 90
136-12, time: 2565, pathlen: 9380, saved: 0
137-12, time: 2523, pathlen: 9376, saved: 4
138-12, time: 2483, pathlen: 9378, saved: 2
6-13, time: 2657, pathlen: 9368, saved: 12
12-13, time: 2605, pathlen: 9304, saved: 76
16-13, time: 2449, pathlen: 9280, saved: 100
22-13, time: 2602, pathlen: 9364, saved: 16
24-13, time: 2588, pathlen: 9372, saved: 8
26-13, time: 2480, pathlen: 9280, saved: 100
36-13, time: 2497, pathlen: 8992, saved: 388
40-13, time: 2483, pathlen: 9376, saved: 4
44-13, time: 2606, pathlen: 9376, saved: 4
48-13, time: 2559, pathlen: 9288, saved: 92
52-13, time: 2543, pathlen: 9336, saved: 44
56-13, time: 2472, pathlen: 9288, saved: 92
62-13, time: 2550, pathlen: 8860, saved: 520
64-13, time: 2637, pathlen: 9376, saved: 4
66-13, time: 2446, pathlen: 9376, saved: 4
72-13, time: 2541, pathlen: 9236, saved: 144
76-13, time: 2561, pathlen: 9156, saved: 224
80-13, time: 2490, pathlen: 9376, saved: 4
84-13, time: 2547, pathlen: 9312, saved: 68
94-13, time: 2591, pathlen: 9288, saved: 92
100-13, time: 2650, pathlen: 9192, saved: 188
104-13, time: 2576, pathlen: 9376, saved: 4
108-13, time: 2463, pathlen: 9348, saved: 32
112-13, time: 2482, pathlen: 9284, saved: 96
118-13, time: 2617, pathlen: 9368, saved: 12
120-13, time: 2489, pathlen: 9256, saved: 124
122-13, time: 2513, pathlen: 9376, saved: 4
130-13, time: 2496, pathlen: 9376, saved: 4
134-13, time: 2584, pathlen: 9292, saved: 88
136-13, time: 2487, pathlen: 9372, saved: 8
1-14, time: 2454, pathlen: 9344, saved: 36
2-14, time: 2463, pathlen: 9346, saved: 34
3-14, time: 2632, pathlen: 9348, saved: 32
4-14, time: 2534, pathlen: 9380, saved: 0
6-14, time: 2446, pathlen: 9380, saved: 0
7-14, time: 2605, pathlen: 9364, saved: 16
8-14, time: 2571, pathlen: 9362, saved: 18
9-14, time: 2554, pathlen: 9360, saved: 20
10-14, time: 2480, pathlen: 9358, saved: 22
11-14, time: 2480, pathlen: 9356, saved: 24
12-14, time: 2606, pathlen: 9380, saved: 0
13-14, time: 2478, pathlen: 9376, saved: 4
14-14, time: 2473, pathlen: 9378, saved: 2
16-14, time: 2357, pathlen: 9380, saved: 0
17-14, time: 2641, pathlen: 9368, saved: 12
18-14, time: 2528, pathlen: 9370, saved: 10
19-14, time: 2454, pathlen: 9372, saved: 8
20-14, time: 2410, pathlen: 9380, saved: 0
22-14, time: 2591, pathlen: 9362, saved: 18
24-14, time: 2597, pathlen: 9374, saved: 6
26-14, time: 2432, pathlen: 9278, saved: 102
28-14, time: 2489, pathlen: 9380, saved: 0
29-14, time: 2588, pathlen: 9380, saved: 0
30-14, time: 2512, pathlen: 9380, saved: 0
31-14, time: 2472, pathlen: 9284, saved: 96
32-14, time: 2364, pathlen: 9282, saved: 98
33-14, time: 2626, pathlen: 9280, saved: 100
34-14, time: 2452, pathlen: 9380, saved: 0
35-14, time: 2542, pathlen: 8996, saved: 384
36-14, time: 2383, pathlen: 9380, saved: 0
38-14, time: 2586, pathlen: 9378, saved: 2
40-14, time: 2614, pathlen: 9378, saved: 2
42-14, time: 2488, pathlen: 9378, saved: 2
44-14, time: 2490, pathlen: 9378, saved: 2
46-14, time: 2563, pathlen: 9380, saved: 0
47-14, time: 2485, pathlen: 9284, saved: 96
48-14, time: 2496, pathlen: 9380, saved: 0
50-14, time: 2391, pathlen: 9380, saved: 0
51-14, time: 2578, pathlen: 9340, saved: 40
52-14, time: 2505, pathlen: 9380, saved: 0
54-14, time: 2537, pathlen: 9380, saved: 0
55-14, time: 2402, pathlen: 9284, saved: 96
56-14, time: 2572, pathlen: 9380, saved: 0
58-14, time: 2414, pathlen: 9380, saved: 0
59-14, time: 2543, pathlen: 9360, saved: 20
60-14, time: 2485, pathlen: 9358, saved: 22
61-14, time: 2515, pathlen: 9356, saved: 24
62-14, time: 2617, pathlen: 9380, saved: 0
64-14, time: 2386, pathlen: 9378, saved: 2
66-14, time: 2503, pathlen: 9380, saved: 0
67-14, time: 2491, pathlen: 9372, saved: 8
68-14, time: 2502, pathlen: 9374, saved: 6
69-14, time: 2518, pathlen: 9376, saved: 4
70-14, time: 2461, pathlen: 9378, saved: 2
72-14, time: 2609, pathlen: 9234, saved: 146
74-14, time: 2466, pathlen: 9378, saved: 2
75-14, time: 2568, pathlen: 9376, saved: 4
76-14, time: 2503, pathlen: 9380, saved: 0
78-14, time: 2675, pathlen: 9378, saved: 2
79-14, time: 2455, pathlen: 9376, saved: 4
80-14, time: 2543, pathlen: 9380, saved: 0
81-14, time: 2479, pathlen: 9368, saved: 12
82-14, time: 2547, pathlen: 9380, saved: 0
84-14, time: 2551, pathlen: 9380, saved: 0
85-14, time: 2448, pathlen: 9316, saved: 64
86-14, time: 2523, pathlen: 9318, saved: 62
87-14, time: 2551, pathlen: 9320, saved: 60
88-14, time: 2455, pathlen: 9380, saved: 0
89-14, time: 2562, pathlen: 9380, saved: 0
90-14, time: 2510, pathlen: 9380, saved: 0
91-14, time: 2583, pathlen: 9376, saved: 4
92-14, time: 2514, pathlen: 9378, saved: 2
94-14, time: 2485, pathlen: 9380, saved: 0
95-14, time: 2468, pathlen: 9372, saved: 8
96-14, time: 2613, pathlen: 9374, saved: 6
97-14, time: 2398, pathlen: 9376, saved: 4
98-14, time: 2474, pathlen: 9378, saved: 2
100-14, time: 2329, pathlen: 9194, saved: 186
102-14, time: 2672, pathlen: 9378, saved: 2
103-14, time: 2582, pathlen: 9376, saved: 4
104-14, time: 2488, pathlen: 9380, saved: 0
105-14, time: 2470, pathlen: 9368, saved: 12
106-14, time: 2594, pathlen: 9380, saved: 0
108-14, time: 2476, pathlen: 9380, saved: 0
109-14, time: 2512, pathlen: 9352, saved: 28
110-14, time: 2464, pathlen: 9380, saved: 0
112-14, time: 2594, pathlen: 9282, saved: 98
114-14, time: 2442, pathlen: 9378, saved: 2
115-14, time: 2629, pathlen: 9376, saved: 4
116-14, time: 2657, pathlen: 9374, saved: 6
117-14, time: 3741, pathlen: 9372, saved: 8
118-14, time: 3226, pathlen: 9380, saved: 0
120-14, time: 2710, pathlen: 9254, saved: 126
122-14, time: 2705, pathlen: 9380, saved: 0
123-14, time: 3070, pathlen: 9372, saved: 8
124-14, time: 2894, pathlen: 9370, saved: 10
125-14, time: 2722, pathlen: 9368, saved: 12
126-14, time: 2626, pathlen: 9366, saved: 14
127-14, time: 2641, pathlen: 9364, saved: 16
128-14, time: 2647, pathlen: 9362, saved: 18
129-14, time: 2652, pathlen: 9360, saved: 20
130-14, time: 2569, pathlen: 9380, saved: 0
131-14, time: 2665, pathlen: 9308, saved: 72
132-14, time: 2512, pathlen: 9306, saved: 74
133-14, time: 2582, pathlen: 9304, saved: 76
134-14, time: 2601, pathlen: 9380, saved: 0
136-14, time: 2751, pathlen: 9370, saved: 10
138-14, time: 2502, pathlen: 9378, saved: 2
139-14, time: 2597, pathlen: 9376, saved: 4
4-15, time: 2522, pathlen: 9352, saved: 28
12-15, time: 2723, pathlen: 9272, saved: 108
16-15, time: 2679, pathlen: 9296, saved: 84
20-15, time: 2479, pathlen: 9376, saved: 4
22-15, time: 2698, pathlen: 9360, saved: 20
24-15, time: 2644, pathlen: 9376, saved: 4
26-15, time: 2584, pathlen: 9276, saved: 104
28-15, time: 2576, pathlen: 9380, saved: 0
29-15, time: 2953, pathlen: 9380, saved: 0
30-15, time: 2987, pathlen: 9380, saved: 0
34-15, time: 2724, pathlen: 9100, saved: 280
38-15, time: 2656, pathlen: 9376, saved: 4
42-15, time: 2751, pathlen: 9376, saved: 4
46-15, time: 2808, pathlen: 9280, saved: 100
50-15, time: 2658, pathlen: 9344, saved: 36
54-15, time: 2688, pathlen: 9280, saved: 100
58-15, time: 2555, pathlen: 9364, saved: 16
62-15, time: 2624, pathlen: 8888, saved: 492
66-15, time: 2612, pathlen: 9364, saved: 16
72-15, time: 2637, pathlen: 9232, saved: 148
76-15, time: 2898, pathlen: 9164, saved: 216
82-15, time: 3044, pathlen: 9364, saved: 16
88-15, time: 2761, pathlen: 9380, saved: 0
89-15, time: 2982, pathlen: 9380, saved: 0
90-15, time: 2827, pathlen: 9380, saved: 0
94-15, time: 3779, pathlen: 9276, saved: 104
